hgnc_symbol	drugbank_id	relation
CATSPER3	DB00396	1
DRD3	DB00420	-1
HTR2A	DB00420	-1
DRD2	DB00420	-1
HRH1	DB01069	-1
KCNA5	DB01182	-1
ADRB1	DB01182	-1
ADRB2	DB01182	-1
SCN5A	DB01182	-1
HRH1	DB00777	-1
ADRB2	DB00571	-1
ADRB1	DB00571	-1
ADRB3	DB00571	-1
TPO	DB00550	-1
DIO1	DB00550	-1
SLC6A2	DB00344	-1
SLC6A4	DB00344	-1
HRH1	DB06691	-1
SLC47A1	DB00205	-1
HTR1E	DB01224	1
HTR1D	DB01224	1
HTR1F	DB01224	1
HTR2C	DB01224	-1
HTR2A	DB01224	-1
DRD2	DB01224	-1
DRD4	DB01224	-1
DRD3	DB01224	-1
SLC6A2	DB01224	-1
ACE	DB00881	-1
ESR1	DB04575	1
KCNH1	DB00908	-1
KCNA7	DB00908	-1
SCN5A	DB00908	-1
CYP2D6	DB00908	-1
SLC29A4	DB00908	-1
KCNA5	DB00908	-1
ESR1	DB00481	-1
ACE	DB00178	-1
HRH2	DB00863	-1
SCN5A	DB00243	-1
OPRM1	DB00899	1
SLC18A2	DB01180	-1
SLC18A2	DB00206	-1
SLC18A1	DB00206	-1
IMPDH1	DB00811	-1
IMPDH2	DB00811	-1
SLCO1B3	DB01045	-1
SLCO1A2	DB01045	-1
SLCO1B1	DB01045	-1
DRD4	DB00734	-1
DRD3	DB00734	-1
ADRA1D	DB00734	-1
HTR1F	DB00734	-1
HTR1E	DB00734	-1
HTR2C	DB00734	-1
HTR2A	DB00734	-1
DRD2	DB00734	-1
HTR1D	DB00734	-1
HTR1B	DB00734	-1
ACHE	DB00989	-1
BCHE	DB00989	-1
HTR1D	DB00953	1
HTR1B	DB00953	1
HTR1F	DB00953	1
HTR1E	DB00953	1
PTGS2	DB00533	-1
DRD4	DB00268	1
DRD3	DB00268	1
DRD2	DB00268	1
PPARG	DB00412	1
FFAR1	DB00412	1
TRPC5	DB00412	1
HMGCR	DB01098	-1
MLNR	DB00778	1
ADRB2	DB00938	1
CHRM1	DB00747	-1
MAOB	DB01037	-1
HTR1D	DB06144	-1
HTR1F	DB06144	-1
HTR1E	DB06144	-1
DRD2	DB06144	-1
HTR2C	DB06144	-1
HTR2A	DB06144	-1
SLC6A4	DB01104	-1
GLRA1	DB01236	1
SLC6A3	DB01105	-1
SLC6A2	DB01105	-1
SLC6A4	DB01105	-1
PDE5A	DB00203	-1
SLCO1B3	DB00203	-1
HMGCR	DB00641	-1
FKBP1A	DB00877	-1
DPP4	DB01261	-1
FLT3	DB00398	-1
FLT1	DB00398	-1
KDR	DB00398	-1
INSR	DB00398	1
RAF1	DB00398	-1
BRAF	DB00398	-1
PDGFRB	DB00398	-1
KIT	DB00398	-1
FLT4	DB00398	-1
RET	DB00398	-1
KCNH2	DB00489	-1
ADRB2	DB00489	-1
ADRB1	DB00489	-1
ACE	DB01348	-1
NR3C2	DB00421	-1
AR	DB06718	1
SUCNR1	DB00139	1
OPRM1	DB00708	1
ALOX5	DB00795	-1
SLC46A1	DB00795	-1
SLC22A12	DB01138	-1
PTGS2	DB00605	-1
DRD2	DB00391	-1
HTR7	DB00669	-1
HTR6	DB00669	-1
HTR1B	DB00669	1
HTR1D	DB00669	1
RET	DB01268	-1
FLT3	DB01268	-1
KDR	DB01268	-1
INSR	DB01268	1
PDGFRB	DB01268	-1
KIT	DB01268	-1
CSF1R	DB01268	-1
FLT4	DB01268	-1
FLT1	DB01268	-1
PDGFRA	DB01268	-1
PTGS1	DB00870	-1
PTGS2	DB00870	-1
ACHE	DB00382	-1
BCHE	DB00382	-1
FKBP1A	DB00864	-1
PDE5A	DB00820	-1
RARB	DB00799	1
RARA	DB00799	1
RARG	DB00799	1
HTR2B	DB01079	-1
HTR4	DB01079	1
AGTR1	DB00966	-1
TOP2A	DB00444	-1
ADRB2	DB00871	1
CYP19A1	DB00894	-1
AR	DB00624	1
SLC18A2	DB04844	-1
SLC18A1	DB04844	-1
PAH	DB00360	1
PDE4A	DB00277	-1
PDE3A	DB00277	-1
ADORA2B	DB00277	-1
ADORA3	DB00277	-1
ADORA2A	DB00277	-1
ADORA1	DB00277	-1
DRD2	DB00372	-1
IMPDH2	DB00352	-1
IMPDH1	DB00352	-1
DRD3	DB00679	-1
DRD4	DB00679	-1
HTR2C	DB00679	-1
HTR6	DB00679	-1
HRH1	DB00679	-1
HTR1A	DB00679	-1
DRD5	DB00679	-1
HTR2A	DB00679	-1
DRD2	DB00679	-1
THRB	DB00451	1
THRA	DB00451	1
SLC6A1	DB00906	-1
PTGS1	DB01600	-1
PTGS2	DB01600	-1
P2RY12	DB00208	-1
CYP2B6	DB00208	-1
ADRA2C	DB00697	1
ADRA2B	DB00697	1
ADRA2A	DB00697	1
ADRA2C	DB00797	-1
ADRA2B	DB00797	-1
ADRA1A	DB00797	-1
ADRA2A	DB00797	-1
COMT	DB00323	-1
PTGS1	DB00500	-1
PTGS2	DB00500	-1
AKR1B1	DB02383	-1
CHRM2	DB01036	-1
CHRM3	DB01036	-1
SCN1A	DB00273	-1
SCN5A	DB00273	-1
CA2	DB00273	-1
CA4	DB00273	-1
TOP1MT	DB01030	-1
SLC12A1	DB00214	-1
OPRM1	DB00193	1
ACE	DB00519	-1
PLG	DB00302	-1
MAOB	DB00752	-1
PTGFR	DB00287	1
HTR2C	DB00656	-1
HTR2A	DB00656	-1
SLC6A4	DB00656	-1
PTGIR	DB00374	1
PTGER3	DB00374	1
PTGER4	DB00374	1
PTGER1	DB00374	1
PTGER2	DB00374	1
PTGDR	DB00374	1
RARG	DB00755	1
RARB	DB00755	1
RARA	DB00755	1
RORB	DB00755	-1
PPARD	DB00755	1
NR2C2	DB00755	1
NR3C1	DB00620	1
NR3C1	DB00620	1
SLC12A3	DB01021	-1
CHRM3	DB00505	-1
CHRM1	DB00505	-1
DRD3	DB00831	-1
DRD4	DB00831	-1
DRD2	DB00831	-1
HTR2A	DB00831	-1
HRH1	DB00831	-1
HTR2C	DB00831	-1
DRD2	DB00508	-1
HSD3B2	DB01108	-1
SLC6A3	DB00726	-1
HRH1	DB00726	-1
SLC6A4	DB00726	-1
SLC6A2	DB00726	-1
HRH1	DB00427	-1
PPARG	DB00197	1
CHRM3	DB00209	-1
CHRM2	DB00209	-1
GPR139	DB00150	1
KCNN3	DB01199	-1
KCNN1	DB01199	-1
KCNN2	DB01199	-1
NR1H4	DB01586	1
PTGS2	DB00580	-1
ALDH5A1	DB00313	-1
HDAC1	DB00313	-1
AGTR1	DB00177	-1
PDE5A	DB00862	-1
SLC6A2	DB00285	-1
SLC6A4	DB00285	-1
CACNA1S	DB00661	-1
CACNA1C	DB00661	-1
KCNA10	DB00661	-1
CACNA1H	DB00661	-1
SLC29A4	DB00661	-1
CYP3A4	DB00661	-1
TPCN2	DB00661	-1
TPCN1	DB00661	-1
ABAT	DB01080	-1
HCAR2	DB00627	1
HCAR3	DB00627	1
VDR	DB00153	1
VDR	DB00169	1
VKORC1	DB00682	-1
F2	DB04898	-1
CYSLTR2	DB00549	-1
CYSLTR1	DB00549	-1
ALOX5	DB00744	-1
DRD4	DB00246	-1
DRD3	DB00246	-1
HTR1B	DB00246	1
HTR2C	DB00246	-1
HTR2A	DB00246	-1
DRD2	DB00246	-1
FDPS	DB00399	-1
HTR1D	DB00315	1
HTR1B	DB00315	1
SCN1A	DB00909	-1
CA12	DB00909	-1
DRD2	DB01624	-1
DRD1	DB01624	-1
GNRHR	DB00644	1
P2RY11	DB04786	-1
P2RY13	DB04786	-1
P2RY1	DB04786	-1
P2RY2	DB04786	-1
P2RY6	DB04786	-1
GLP1R	DB00040	1
GCGR	DB00040	1
SCN10A	DB00892	-1
CPS1	DB06775	1
GPBAR1	DB02659	1
NR3C1	DB01260	1
ESR1	DB04573	1
ESR2	DB04573	1
ESR1	DB00655	1
AR	DB06710	1
FFAR1	DB04224	1
FFAR4	DB04224	1
ADRB1	DB01297	-1
MAOB	DB01367	-1
RARB	DB04942	1
RARG	DB04942	1
ADRA1B	DB01162	-1
ADRA1D	DB01162	-1
ADRA1A	DB01162	-1
P2RY2	DB04005	1
P2RY4	DB04005	1
P2RY6	DB04005	1
P2RY11	DB04005	1
HTR2B	DB01392	-1
HTR1D	DB01392	-1
HTR1B	DB01392	-1
HTR5A	DB01392	-1
HTR1F	DB01392	-1
HTR1E	DB01392	-1
HTR7	DB01392	-1
ADRA2A	DB01392	-1
ADRA2B	DB01392	-1
ADRA2C	DB01392	-1
HTR1A	DB01392	-1
RARG	DB00523	1
RARB	DB00523	1
RXRG	DB00523	1
RXRB	DB00523	1
RXRA	DB00523	1
RARA	DB00523	1
NR3C1	DB00741	1
TRPA1	DB00470	1
CNR1	DB00470	1
P2RY12	DB06209	-1
DPP4	DB06335	-1
HDAC6	DB02546	-1
HDAC1	DB02546	-1
HDAC3	DB02546	-1
HDAC2	DB02546	-1
HTR2A	DB01267	-1
DRD2	DB01267	-1
GLP1R	DB06655	1
HRH1	DB06766	-1
S1PR3	DB08868	1
S1PR5	DB08868	1
S1PR4	DB08868	1
S1PR1	DB08868	1
EGFR	DB08764	-1
FLT1	DB08764	-1
SRC	DB08764	-1
KDR	DB08764	-1
EPHB4	DB08764	-1
EPHA1	DB08764	-1
EPHA8	DB08764	-1
EPHA2	DB08764	-1
EPHA3	DB08764	-1
ERBB2	DB08764	-1
ERBB4	DB08764	-1
EPHA6	DB08764	-1
EPHA7	DB08764	-1
PTK6	DB08764	-1
EPHA5	DB08764	-1
EPHA4	DB08764	-1
EPHB1	DB08764	-1
TEK	DB08764	-1
ERBB3	DB08764	-1
EPHB6	DB08764	-1
FLT4	DB08764	-1
RET	DB08764	-1
EPHB2	DB08764	-1
F10	DB06228	-1
ADRB2	DB05039	1
BDKRB1	DB06196	-1
BDKRB2	DB06196	-1
ADRA1D	DB00457	-1
ADRA1A	DB00457	-1
ADRA1B	DB00457	-1
NR3C1	DB00741	1
SLC6A4	DB06684	-1
HTR1A	DB06684	1
DRD2	DB06684	1
HRH1	DB06684	1
HTR4	DB06684	1
DRD3	DB06684	1
FFAR1	DB03756	1
F10	DB06605	-1
SLC5A2	DB06292	-1
EGFR	DB08916	-1
ERBB2	DB08916	-1
ERBB4	DB08916	-1
FPR1	DB06777	-1
GPBAR1	DB06777	1
NR1H4	DB06777	1
SLC6A2	DB06700	-1
SLC6A4	DB06700	-1
CCR4	DB06809	-1
ACKR3	DB06809	1
CXCR4	DB06809	1
NR3C1	DBSALT000785	1
NR3C1	DB01013	1
AR	DB00624	1
TACR1	DB06717	-1
NR3C1	DB00223	1
NR3C1	DB00240	1
NR3C1	DB00741	1
MC2R	DB01284	1
NR3C1	DB00838	1
NR3C1	DB00324	1
MTTP	DB08827	-1
ADRB1	DB00195	-1
ADRB2	DB00195	-1
KEAP1	DB08908	-1
MAP2K2	DB08911	-1
MAP2K1	DB08911	-1
AVPR1A	DB00093	1
MC1R	DB01285	1
MC3R	DB01285	1
MC4R	DB01285	1
MC2R	DB01285	1
ADRB1	DB01274	1
ADRB2	DB01274	1
FPR1	DB03619	-1
GPBAR1	DB03619	1
DRD3	DB06016	1
DRD2	DB06016	1
HTR1A	DB06016	1
HTR2A	DB06016	-1
HTR2B	DB06016	-1
HTR2C	DB06016	-1
HRH1	DB06016	-1
MAP2K1	DB05239	-1
EGFR	DB09330	-1
IDH2	DB13874	-1
GPR55	DB09061	-1
TRPV1	DB09061	-1
MAP2K1	DB11967	-1
MAP2K2	DB11967	-1
IDH1	DB14568	-1
ALK	DB12130	-1
ROS1	DB12130	-1
LTK	DB12130	-1
FER	DB12130	-1
FES	DB12130	-1
NTRK1	DB12130	-1
NTRK2	DB12130	-1
NTRK3	DB12130	-1
PTK2	DB12130	-1
PTK2B	DB12130	-1
TNK2	DB12130	-1
SMO	DB11978	-1
FLT3	DB12141	-1
CSF1R	DB12978	-1
KIT	DB12978	-1
FLT3	DB12978	-1
ACLY	DB11936	-1
