,drug_ID,Pathway,Finall_affected_score
30671,DB00554,hsa04370,-1.0
30672,DB00554,hsa04611,-1.0
30673,DB00554,hsa04625,-1.0
30674,DB00554,hsa04657,-1.0
30675,DB00554,hsa04668,-1.0
30676,DB00554,hsa04723,-1.0
30677,DB00554,hsa04726,-1.0
30679,DB00554,hsa04913,-1.0
30680,DB00554,hsa04921,-1.0
30681,DB00554,hsa04923,-1.0
30683,DB00554,hsa05140,-1.0
30684,DB00554,hsa05163,-1.0
30685,DB00554,hsa05165,-1.0
30686,DB00554,hsa05167,-1.0
30687,DB00554,hsa05200,-1.0
30688,DB00554,hsa05204,-1.0
30689,DB00554,hsa05206,-1.0
30690,DB00554,hsa05222,-1.0
30691,DB00688,hsa00230,-1.0
30693,DB00688,hsa00790,-1.0
30694,DB00688,hsa00983,-1.0
30696,DB00688,hsa01100,-1.0
30699,DB14723,hsa04010,-1.0
30701,DB14723,hsa04014,-1.0
30703,DB14723,hsa04151,-1.0
30705,DB14723,hsa04210,-1.0
30706,DB14723,hsa04722,-1.0
30709,DB14723,hsa04750,-1.0
30710,DB14723,hsa05034,-1.0
30711,DB14723,hsa05200,-1.0
30712,DB14723,hsa05202,-1.0
30713,DB14723,hsa05216,-1.0
30714,DB14723,hsa05230,-1.0
30716,DB06789,hsa04114,1.0
30717,DB06789,hsa04914,1.0
30718,DB06789,hsa04915,1.0
30719,DB06789,hsa05224,1.0
30720,DB04864,hsa00564,-1.0
30721,DB04864,hsa04725,-1.0
30722,DB00309,hsa04145,-1.0
30723,DB00309,hsa04540,-1.0
30724,DB00309,hsa05130,-1.0
30725,DB02709,hsa00590,-1.0
30728,DB02709,hsa00790,-1.0
30729,DB02709,hsa00980,-1.0
30730,DB02709,hsa01100,-1.0
30733,DB02709,hsa01521,-1.0
30734,DB02709,hsa01522,-1.0
30735,DB02709,hsa01524,-1.0
30736,DB02709,hsa04010,-1.0
30737,DB02709,hsa04012,-1.0
30738,DB02709,hsa04014,-1.0
30739,DB02709,hsa04015,-1.0
30740,DB02709,hsa04022,-1.0
30741,DB02709,hsa04024,-1.0
30742,DB02709,hsa04062,-1.0
30743,DB02709,hsa04064,-1.0
30744,DB02709,hsa04066,-1.0
30745,DB02709,hsa04068,-1.0
30746,DB02709,hsa04071,-1.0
30747,DB02709,hsa04072,-1.0
30748,DB02709,hsa04140,-1.0
30749,DB02709,hsa04150,-1.0
30750,DB02709,hsa04151,-1.0
30751,DB02709,hsa04152,-1.0
30752,DB02709,hsa04210,-1.0
30753,DB02709,hsa04211,-1.0
30754,DB02709,hsa04213,-1.0
30755,DB02709,hsa04218,-1.0
30756,DB02709,hsa04261,-1.0
30757,DB02709,hsa04370,-1.0
30759,DB02709,hsa04371,-1.0
30760,DB02709,hsa04380,-1.0
30761,DB02709,hsa04510,-1.0
30762,DB02709,hsa04550,-1.0
30763,DB02709,hsa04611,-1.0
30765,DB02709,hsa04620,-1.0
30766,DB02709,hsa04625,-1.0
30768,DB02709,hsa04630,-1.0
30769,DB02709,hsa04657,-1.0
30770,DB02709,hsa04660,-1.0
30771,DB02709,hsa04662,-1.0
30772,DB02709,hsa04664,-1.0
30773,DB02709,hsa04666,-1.0
30774,DB02709,hsa04668,-1.0
30776,DB02709,hsa04722,-1.0
30777,DB02709,hsa04723,-1.0
30778,DB02709,hsa04725,-1.0
30779,DB02709,hsa04726,-1.0
30781,DB02709,hsa04728,-1.0
30782,DB02709,hsa04910,-1.0
30783,DB02709,hsa04913,-1.0
30784,DB02709,hsa04914,-1.0
30785,DB02709,hsa04915,-1.0
30786,DB02709,hsa04917,-1.0
30787,DB02709,hsa04919,-1.0
30788,DB02709,hsa04920,-1.0
30789,DB02709,hsa04921,-1.0
30790,DB02709,hsa04922,-1.0
30791,DB02709,hsa04923,-1.0
30794,DB02709,hsa04926,-1.0
30795,DB02709,hsa04931,-1.0
30796,DB02709,hsa04932,-1.0
30797,DB02709,hsa04933,-1.0
30798,DB02709,hsa04973,-1.0
30799,DB02709,hsa05140,-1.0
30800,DB02709,hsa05142,-1.0
30801,DB02709,hsa05145,-1.0
30802,DB02709,hsa05152,-1.0
30803,DB02709,hsa05160,-1.0
30804,DB02709,hsa05161,-1.0
30805,DB02709,hsa05162,-1.0
30806,DB02709,hsa05163,-1.0
30808,DB02709,hsa05164,-1.0
30809,DB02709,hsa05165,-1.0
30811,DB02709,hsa05166,-1.0
30812,DB02709,hsa05167,-1.0
30814,DB02709,hsa05169,-1.0
30815,DB02709,hsa05170,-1.0
30816,DB02709,hsa05200,-1.0
30818,DB02709,hsa05204,-1.0
30820,DB02709,hsa05205,-1.0
30821,DB02709,hsa05206,-1.0
30822,DB02709,hsa05210,-1.0
30823,DB02709,hsa05211,-1.0
30824,DB02709,hsa05212,-1.0
30825,DB02709,hsa05213,-1.0
30826,DB02709,hsa05214,-1.0
30827,DB02709,hsa05215,-1.0
30828,DB02709,hsa05218,-1.0
30829,DB02709,hsa05220,-1.0
30830,DB02709,hsa05221,-1.0
30831,DB02709,hsa05222,-1.0
30833,DB02709,hsa05223,-1.0
30834,DB02709,hsa05224,-1.0
30835,DB02709,hsa05225,-1.0
30836,DB02709,hsa05226,-1.0
30837,DB02709,hsa05230,-1.0
30838,DB02709,hsa05231,-1.0
30839,DB02709,hsa05418,-1.0
30840,DB09086,hsa04114,-1.0
30841,DB09086,hsa05200,-1.0
30842,DB09086,hsa05215,-1.0
30843,DB13956,hsa01522,1.0
30845,DB13956,hsa04915,1.0
30847,DB13956,hsa04917,1.0
30849,DB13956,hsa04919,1.0
30850,DB13956,hsa04961,1.0
30851,DB13956,hsa05200,1.0
30853,DB13956,hsa05205,1.0
30854,DB13956,hsa05224,1.0
30856,DB11328,hsa04610,-1.0
30857,DB12483,hsa00562,-1.0
30859,DB12483,hsa01100,-1.0
30861,DB12483,hsa01521,-1.0
30863,DB12483,hsa01522,-1.0
30865,DB12483,hsa01524,-1.0
30867,DB12483,hsa04012,-1.0
30869,DB12483,hsa04014,-1.0
30871,DB12483,hsa04015,-1.0
30873,DB12483,hsa04024,-1.0
30875,DB12483,hsa04062,-1.0
30877,DB12483,hsa04066,-1.0
30879,DB12483,hsa04068,-1.0
30881,DB12483,hsa04070,-1.0
30883,DB12483,hsa04071,-1.0
30885,DB12483,hsa04072,-1.0
30887,DB12483,hsa04140,-1.0
30889,DB12483,hsa04150,-1.0
30891,DB12483,hsa04151,-1.0
30893,DB12483,hsa04152,-1.0
30895,DB12483,hsa04210,-1.0
30897,DB12483,hsa04211,-1.0
30899,DB12483,hsa04213,-1.0
30901,DB12483,hsa04218,-1.0
30903,DB12483,hsa04360,-1.0
30905,DB12483,hsa04370,-1.0
30907,DB12483,hsa04380,-1.0
30909,DB12483,hsa04510,-1.0
30911,DB12483,hsa04550,-1.0
30913,DB12483,hsa04611,-1.0
30915,DB12483,hsa04620,-1.0
30917,DB12483,hsa04625,-1.0
30919,DB12483,hsa04630,-1.0
30921,DB12483,hsa04650,-1.0
30923,DB12483,hsa04660,-1.0
30925,DB12483,hsa04662,-1.0
30927,DB12483,hsa04664,-1.0
30929,DB12483,hsa04666,-1.0
30931,DB12483,hsa04668,-1.0
30933,DB12483,hsa04670,-1.0
30935,DB12483,hsa04722,-1.0
30937,DB12483,hsa04725,-1.0
30939,DB12483,hsa04750,-1.0
30941,DB12483,hsa04810,-1.0
30943,DB12483,hsa04910,-1.0
30945,DB12483,hsa04914,-1.0
30947,DB12483,hsa04915,-1.0
30949,DB12483,hsa04917,-1.0
30951,DB12483,hsa04919,-1.0
30953,DB12483,hsa04923,-1.0
30955,DB12483,hsa04926,-1.0
30957,DB12483,hsa04930,-1.0
30959,DB12483,hsa04931,-1.0
30961,DB12483,hsa04932,-1.0
30963,DB12483,hsa04933,-1.0
30965,DB12483,hsa04960,-1.0
30967,DB12483,hsa04973,-1.0
30969,DB12483,hsa05100,-1.0
30971,DB12483,hsa05142,-1.0
30973,DB12483,hsa05146,-1.0
30975,DB12483,hsa05160,-1.0
30977,DB12483,hsa05161,-1.0
30979,DB12483,hsa05162,-1.0
30981,DB12483,hsa05163,-1.0
30983,DB12483,hsa05164,-1.0
30985,DB12483,hsa05165,-1.0
30987,DB12483,hsa05166,-1.0
30989,DB12483,hsa05167,-1.0
30991,DB12483,hsa05169,-1.0
30993,DB12483,hsa05170,-1.0
30995,DB12483,hsa05200,-1.0
30997,DB12483,hsa05203,-1.0
30999,DB12483,hsa05205,-1.0
31001,DB12483,hsa05206,-1.0
31002,DB12483,hsa05210,-1.0
31004,DB12483,hsa05211,-1.0
31006,DB12483,hsa05212,-1.0
31008,DB12483,hsa05213,-1.0
31010,DB12483,hsa05214,-1.0
31012,DB12483,hsa05215,-1.0
31014,DB12483,hsa05218,-1.0
31016,DB12483,hsa05220,-1.0
31018,DB12483,hsa05221,-1.0
31020,DB12483,hsa05222,-1.0
31022,DB12483,hsa05223,-1.0
31024,DB12483,hsa05224,-1.0
31026,DB12483,hsa05225,-1.0
31028,DB12483,hsa05226,-1.0
31030,DB12483,hsa05230,-1.0
31032,DB12483,hsa05231,-1.0
31034,DB12483,hsa05418,-1.0
31036,DB01074,hsa00071,-1.0
31037,DB01074,hsa01212,-1.0
31038,DB01074,hsa03320,-1.0
31039,DB01074,hsa04152,-1.0
31040,DB01074,hsa04714,-1.0
31041,DB01074,hsa04920,-1.0
31042,DB01074,hsa04922,-1.0
31043,DB01074,hsa04931,-1.0
31044,DB00461,hsa00590,-1.0
31046,DB00461,hsa01100,-1.0
31048,DB00461,hsa04064,-1.0
31049,DB00461,hsa04370,-1.0
31050,DB00461,hsa04611,-1.0
31051,DB00461,hsa04625,-1.0
31052,DB00461,hsa04657,-1.0
31053,DB00461,hsa04668,-1.0
31054,DB00461,hsa04723,-1.0
31055,DB00461,hsa04726,-1.0
31057,DB00461,hsa04913,-1.0
31058,DB00461,hsa04921,-1.0
31059,DB00461,hsa04923,-1.0
31061,DB00461,hsa05140,-1.0
31062,DB00461,hsa05163,-1.0
31063,DB00461,hsa05165,-1.0
31064,DB00461,hsa05167,-1.0
31065,DB00461,hsa05200,-1.0
31066,DB00461,hsa05204,-1.0
31067,DB00461,hsa05206,-1.0
31068,DB00461,hsa05222,-1.0
31069,DB08888,hsa04151,-1.0
31070,DB08888,hsa04510,-1.0
31071,DB08888,hsa04512,-1.0
31072,DB08888,hsa04810,-1.0
31073,DB08888,hsa04933,-1.0
31074,DB08888,hsa05100,-1.0
31075,DB08888,hsa05146,-1.0
31076,DB08888,hsa05165,-1.0
31077,DB08888,hsa05200,-1.0
31078,DB08888,hsa05205,-1.0
31079,DB08888,hsa05222,-1.0
31080,DB01167,hsa00100,-1.0
31081,DB01167,hsa01100,-1.0
31082,DB09216,hsa00590,-1.0
31084,DB09216,hsa01100,-1.0
31086,DB09216,hsa04064,-1.0
31087,DB09216,hsa04370,-1.0
31088,DB09216,hsa04611,-1.0
31089,DB09216,hsa04625,-1.0
31090,DB09216,hsa04657,-1.0
31091,DB09216,hsa04668,-1.0
31092,DB09216,hsa04723,-1.0
31093,DB09216,hsa04726,-1.0
31095,DB09216,hsa04913,-1.0
31096,DB09216,hsa04921,-1.0
31097,DB09216,hsa04923,-1.0
31099,DB09216,hsa05140,-1.0
31100,DB09216,hsa05163,-1.0
31101,DB09216,hsa05165,-1.0
31102,DB09216,hsa05167,-1.0
31103,DB09216,hsa05200,-1.0
31104,DB09216,hsa05204,-1.0
31105,DB09216,hsa05206,-1.0
31106,DB09216,hsa05222,-1.0
31107,DB11653,hsa04024,1.0
31108,DB11653,hsa04080,1.0
31111,DB11653,hsa04916,1.0
31112,DB11653,hsa04925,1.0
31113,DB11653,hsa04927,1.0
31114,DB11653,hsa04934,1.0
31115,DB00673,hsa04020,-1.0
31116,DB00673,hsa04080,-1.0
31117,DB00673,hsa05162,-1.0
31118,DB00114,hsa00250,-1.0
31119,DB00114,hsa00280,-1.0
31120,DB00114,hsa00410,-1.0
31121,DB00114,hsa00640,-1.0
31122,DB00114,hsa00650,-1.0
31123,DB00114,hsa01100,-1.0
31124,DB00114,hsa04727,-1.0
31125,DB01280,hsa03030,-1.0
31126,DB01089,hsa04721,-1.0
31127,DB01089,hsa04726,-1.0
31128,DB01089,hsa04728,-1.0
31129,DB01089,hsa05012,-1.0
31130,DB01089,hsa05030,-1.0
31131,DB01089,hsa05031,-1.0
31132,DB01089,hsa05034,-1.0
31133,DB11995,hsa01523,-1.0
31134,DB11995,hsa02010,-1.0
31135,DB11995,hsa04060,1.0
31136,DB11995,hsa04630,1.0
31137,DB11995,hsa04976,-1.0
31139,DB06718,hsa04114,1.0
31140,DB06718,hsa05200,1.0
31141,DB06718,hsa05215,1.0
31142,DB00067,hsa04072,1.0
31143,DB00067,hsa04080,1.0
31144,DB00067,hsa04962,1.0
31145,DB00623,hsa04014,-1.0
31146,DB00623,hsa04015,-1.0
31148,DB00623,hsa04020,-1.0
31150,DB00623,hsa04022,-1.0
31151,DB00623,hsa04024,-1.0
31154,DB00623,hsa04070,-1.0
31155,DB00623,hsa04080,-1.0
31157,DB00623,hsa04114,-1.0
31158,DB00623,hsa04218,-1.0
31159,DB00623,hsa04261,-1.0
31160,DB00623,hsa04270,-1.0
31161,DB00623,hsa04371,-1.0
31162,DB00623,hsa04540,-1.0
31164,DB00623,hsa04625,-1.0
31165,DB00623,hsa04713,-1.0
31166,DB00623,hsa04720,-1.0
31167,DB00623,hsa04722,-1.0
31168,DB00623,hsa04728,-1.0
31171,DB00623,hsa04740,-1.0
31172,DB00623,hsa04744,-1.0
31173,DB00623,hsa04750,-1.0
31174,DB00623,hsa04910,-1.0
31175,DB00623,hsa04912,-1.0
31176,DB00623,hsa04915,-1.0
31177,DB00623,hsa04916,-1.0
31178,DB00623,hsa04921,-1.0
31179,DB00623,hsa04922,-1.0
31180,DB00623,hsa04924,-1.0
31181,DB00623,hsa04925,-1.0
31182,DB00623,hsa04970,-1.0
31183,DB00623,hsa04971,-1.0
31184,DB00623,hsa05010,-1.0
31185,DB00623,hsa05012,-1.0
31187,DB00623,hsa05030,-1.0
31189,DB00623,hsa05031,-1.0
31191,DB00623,hsa05032,-1.0
31192,DB00623,hsa05034,-1.0
31195,DB00623,hsa05133,-1.0
31196,DB00623,hsa05152,-1.0
31197,DB00623,hsa05163,-1.0
31198,DB00623,hsa05167,-1.0
31199,DB00623,hsa05170,-1.0
31200,DB00623,hsa05200,-1.0
31201,DB00623,hsa05214,-1.0
31202,DB00623,hsa05418,-1.0
31203,DB00979,hsa04020,-1.0
31204,DB00979,hsa04024,-1.0
31205,DB00979,hsa04080,-1.0
31206,DB00979,hsa04151,-1.0
31207,DB00979,hsa04725,-1.0
31208,DB00979,hsa04810,-1.0
31209,DB01620,hsa04020,-1.0
31210,DB01620,hsa04080,-1.0
31212,DB01620,hsa04750,-1.0
31213,DB13139,hsa04020,1.0
31214,DB13139,hsa04022,1.0
31215,DB13139,hsa04024,1.0
31216,DB13139,hsa04080,1.0
31217,DB13139,hsa04261,1.0
31218,DB13139,hsa04923,1.0
31219,DB13139,hsa04924,1.0
31220,DB13139,hsa04970,1.0
31221,DB01047,hsa04080,1.0
31222,DB01047,hsa04340,1.0
31223,DB01047,hsa04360,1.0
31224,DB01047,hsa05200,1.0
31225,DB01047,hsa05205,1.0
31226,DB01047,hsa05217,1.0
31227,DB12332,hsa03410,-1.0
31229,DB12332,hsa04064,-1.0
31230,DB12332,hsa04210,-1.0
31232,DB12332,hsa04217,-1.0
31234,DB01276,hsa04024,1.0
31235,DB01276,hsa04080,1.0
31236,DB01276,hsa04911,1.0
31237,DB12500,hsa01521,-1.0
31239,DB12500,hsa04010,-1.0
31240,DB12500,hsa04014,-1.0
31241,DB12500,hsa04062,-1.0
31242,DB12500,hsa04151,-1.0
31245,DB12500,hsa04217,-1.0
31247,DB12500,hsa04380,-1.0
31248,DB12500,hsa04550,-1.0
31250,DB12500,hsa04621,-1.0
31251,DB12500,hsa04630,-1.0
31253,DB12500,hsa04640,-1.0
31254,DB12500,hsa04658,-1.0
31256,DB12500,hsa04659,-1.0
31258,DB12500,hsa04725,-1.0
31259,DB12500,hsa04917,-1.0
31260,DB12500,hsa04920,-1.0
31261,DB12500,hsa04933,-1.0
31262,DB12500,hsa05140,-1.0
31264,DB12500,hsa05145,-1.0
31266,DB12500,hsa05152,-1.0
31268,DB12500,hsa05160,-1.0
31269,DB12500,hsa05161,-1.0
31271,DB12500,hsa05162,-1.0
31273,DB12500,hsa05163,-1.0
31274,DB12500,hsa05164,-1.0
31276,DB12500,hsa05165,-1.0
31277,DB12500,hsa05166,-1.0
31278,DB12500,hsa05167,-1.0
31280,DB12500,hsa05168,-1.0
31282,DB12500,hsa05169,-1.0
31283,DB12500,hsa05200,-1.0
31286,DB12500,hsa05202,-1.0
31287,DB12500,hsa05203,-1.0
31288,DB12500,hsa05212,-1.0
31289,DB12500,hsa05221,-1.0
31290,DB12500,hsa05230,-1.0
31291,DB00471,hsa04020,-1.0
31292,DB00471,hsa04080,-1.0
31293,DB00959,hsa04080,1.0
31294,DB00298,hsa04020,-1.0
31297,DB00298,hsa04022,-1.0
31300,DB00298,hsa04080,-1.0
31303,DB00298,hsa04152,-1.0
31304,DB00298,hsa04261,-1.0
31307,DB00298,hsa04270,-1.0
31310,DB00298,hsa04970,-1.0
31313,DB13503,hsa00564,-1.0
31314,DB13503,hsa04725,-1.0
31315,DB09265,hsa04024,1.0
31316,DB09265,hsa04080,1.0
31317,DB09265,hsa04911,1.0
31318,DB09030,hsa04015,-1.0
31319,DB09030,hsa04020,-1.0
31320,DB09030,hsa04024,-1.0
31321,DB09030,hsa04072,-1.0
31322,DB09030,hsa04080,-1.0
31323,DB09030,hsa04151,-1.0
31324,DB09030,hsa04610,-1.0
31325,DB09030,hsa04611,-1.0
31326,DB09030,hsa04810,-1.0
31327,DB09030,hsa05200,-1.0
31328,DB00670,hsa04020,-1.0
31329,DB00670,hsa04024,-1.0
31330,DB00670,hsa04080,-1.0
31331,DB00670,hsa04151,-1.0
31332,DB00670,hsa04725,-1.0
31333,DB00670,hsa04810,-1.0
31334,DB01438,hsa04728,-1.0
31335,DB08865,hsa01521,-1.0
31336,DB08865,hsa04010,-1.0
31337,DB08865,hsa04014,-1.0
31338,DB08865,hsa04015,-1.0
31339,DB08865,hsa04151,-1.0
31340,DB08865,hsa04360,-1.0
31341,DB08865,hsa04510,-1.0
31342,DB08865,hsa04520,-1.0
31343,DB08865,hsa05100,-1.0
31344,DB08865,hsa05120,-1.0
31345,DB08865,hsa05144,-1.0
31346,DB08865,hsa05200,-1.0
31348,DB08865,hsa05202,-1.0
31349,DB08865,hsa05205,-1.0
31350,DB08865,hsa05206,-1.0
31351,DB08865,hsa05211,-1.0
31352,DB08865,hsa05218,-1.0
31353,DB08865,hsa05223,-1.0
31354,DB08865,hsa05225,-1.0
31355,DB08865,hsa05226,-1.0
31356,DB08865,hsa05230,-1.0
31357,DB00354,hsa04020,-1.0
31359,DB00354,hsa04024,-1.0
31360,DB00354,hsa04080,-1.0
31362,DB00354,hsa04151,-1.0
31363,DB00354,hsa04725,-1.0
31364,DB00354,hsa04750,-1.0
31365,DB00354,hsa04810,-1.0
31366,DB01616,hsa04024,-1.0
31367,DB01616,hsa04080,-1.0
31368,DB01616,hsa04726,-1.0
31369,DB01616,hsa04742,-1.0
31370,DB11828,hsa01521,-1.0
31371,DB11828,hsa01522,-1.0
31372,DB11828,hsa04010,-1.0
31373,DB11828,hsa04012,-1.0
31374,DB11828,hsa04014,-1.0
31375,DB11828,hsa04015,-1.0
31376,DB11828,hsa04020,-1.0
31377,DB11828,hsa04066,-1.0
31378,DB11828,hsa04068,-1.0
31379,DB11828,hsa04072,-1.0
31380,DB11828,hsa04144,-1.0
31381,DB11828,hsa04151,-1.0
31382,DB11828,hsa04510,-1.0
31383,DB11828,hsa04520,-1.0
31384,DB11828,hsa04540,-1.0
31385,DB11828,hsa04630,-1.0
31386,DB11828,hsa04810,-1.0
31387,DB11828,hsa04912,-1.0
31388,DB11828,hsa04915,-1.0
31389,DB11828,hsa04921,-1.0
31390,DB11828,hsa04926,-1.0
31391,DB11828,hsa04928,-1.0
31392,DB11828,hsa04934,-1.0
31393,DB11828,hsa05120,-1.0
31394,DB11828,hsa05160,-1.0
31395,DB11828,hsa05163,-1.0
31396,DB11828,hsa05165,-1.0
31397,DB11828,hsa05200,-1.0
31398,DB11828,hsa05205,-1.0
31399,DB11828,hsa05206,-1.0
31400,DB11828,hsa05210,-1.0
31401,DB11828,hsa05212,-1.0
31402,DB11828,hsa05213,-1.0
31403,DB11828,hsa05214,-1.0
31404,DB11828,hsa05215,-1.0
31405,DB11828,hsa05218,-1.0
31406,DB11828,hsa05219,-1.0
31407,DB11828,hsa05223,-1.0
31408,DB11828,hsa05224,-1.0
31409,DB11828,hsa05225,-1.0
31410,DB11828,hsa05226,-1.0
31411,DB11828,hsa05230,-1.0
31412,DB11828,hsa05231,-1.0
31413,DB01119,hsa00910,-1.0
31415,DB01119,hsa04911,1.0
31416,DB01119,hsa04930,1.0
31417,DB01119,hsa04964,-1.0
31418,DB01119,hsa04966,-1.0
31419,DB01119,hsa04971,-1.0
31420,DB01119,hsa04972,-1.0
31421,DB01119,hsa04976,-1.0
31422,DB09334,hsa04024,1.0
31423,DB09334,hsa04080,1.0
31424,DB09334,hsa04925,1.0
31425,DB09334,hsa04927,1.0
31426,DB09334,hsa04934,1.0
31427,DB00811,hsa00230,-0.3333333333333333
31430,DB00811,hsa00240,0.0
31432,DB00811,hsa00500,-1.0
31433,DB00811,hsa00740,-1.0
31434,DB00811,hsa00760,0.0
31436,DB00811,hsa00770,-1.0
31437,DB00811,hsa00983,-1.0
31438,DB00811,hsa01100,-0.3333333333333333
31441,DB00343,hsa04010,-1.0
31442,DB00343,hsa04020,-1.0
31443,DB00343,hsa04022,-1.0
31444,DB00343,hsa04024,-1.0
31445,DB00343,hsa04260,-1.0
31446,DB00343,hsa04261,-1.0
31447,DB00343,hsa04270,-1.0
31448,DB00343,hsa04713,-1.0
31449,DB00343,hsa04720,-1.0
31450,DB00343,hsa04723,-1.0
31451,DB00343,hsa04724,-1.0
31452,DB00343,hsa04725,-1.0
31453,DB00343,hsa04726,-1.0
31454,DB00343,hsa04727,-1.0
31455,DB00343,hsa04728,-1.0
31456,DB00343,hsa04742,-1.0
31457,DB00343,hsa04911,-1.0
31458,DB00343,hsa04912,-1.0
31459,DB00343,hsa04921,-1.0
31460,DB00343,hsa04924,-1.0
31461,DB00343,hsa04925,-1.0
31462,DB00343,hsa04927,-1.0
31463,DB00343,hsa04930,-1.0
31464,DB00343,hsa04934,-1.0
31465,DB00343,hsa05010,-1.0
31466,DB00343,hsa05031,-1.0
31467,DB00343,hsa05410,-1.0
31468,DB00343,hsa05412,-1.0
31469,DB00343,hsa05414,-1.0
31470,DB01184,hsa04015,-1.0
31471,DB01184,hsa04024,-1.0
31472,DB01184,hsa04080,-1.0
31474,DB01184,hsa04540,-1.0
31475,DB01184,hsa04728,-1.0
31477,DB01184,hsa05012,-1.0
31478,DB01184,hsa05030,-1.0
31479,DB01184,hsa05034,-1.0
31480,DB00700,hsa04960,-1.0
31481,DB00377,hsa04726,-1.0
31482,DB00377,hsa04742,-1.0
31483,DB11817,hsa01521,-1.0
31485,DB11817,hsa04020,-1.0
31486,DB11817,hsa04062,-1.0
31489,DB11817,hsa04072,-1.0
31490,DB11817,hsa04151,-1.0
31493,DB11817,hsa04217,-1.0
31496,DB11817,hsa04380,-1.0
31497,DB11817,hsa04550,-1.0
31500,DB11817,hsa04621,-1.0
31501,DB11817,hsa04630,-1.0
31504,DB11817,hsa04650,-1.0
31505,DB11817,hsa04658,-1.0
31508,DB11817,hsa04659,-1.0
31511,DB11817,hsa04670,-1.0
31512,DB11817,hsa04725,-1.0
31513,DB11817,hsa04912,-1.0
31514,DB11817,hsa04917,-1.0
31515,DB11817,hsa04920,-1.0
31516,DB11817,hsa04933,-1.0
31517,DB11817,hsa05140,-1.0
31519,DB11817,hsa05145,-1.0
31521,DB11817,hsa05152,-1.0
31523,DB11817,hsa05160,-1.0
31524,DB11817,hsa05161,-1.0
31528,DB11817,hsa05162,-1.0
31531,DB11817,hsa05163,-1.0
31533,DB11817,hsa05164,-1.0
31535,DB11817,hsa05165,-1.0
31536,DB11817,hsa05166,-1.0
31538,DB11817,hsa05167,-1.0
31540,DB11817,hsa05168,-1.0
31542,DB11817,hsa05169,-1.0
31544,DB11817,hsa05170,-1.0
31545,DB11817,hsa05200,-1.0
31548,DB11817,hsa05203,-1.0
31550,DB11817,hsa05212,-1.0
31551,DB11817,hsa05223,-1.0
31552,DB11817,hsa05340,-1.0
31553,DB00640,hsa04015,1.0
31555,DB00640,hsa04020,1.0
31557,DB00640,hsa04022,1.0
31559,DB00640,hsa04024,1.0
31561,DB00640,hsa04071,1.0
31563,DB00640,hsa04080,1.0
31567,DB00640,hsa04270,1.0
31569,DB00640,hsa04923,1.0
31570,DB00640,hsa04924,1.0
31571,DB00640,hsa05012,1.0
31572,DB00640,hsa05032,1.0
31573,DB00640,hsa05034,1.0
31575,DB00561,hsa04925,-1.0
31577,DB00561,hsa04927,-1.0
31578,DB00561,hsa04934,-1.0
31579,DB00987,hsa03410,-1.0
31580,DB00987,hsa05166,-1.0
31581,DB00987,hsa05203,-1.0
31582,DB00011,hsa04060,1.0
31584,DB00011,hsa04151,1.0
31586,DB00011,hsa04217,1.0
31588,DB00011,hsa04380,1.0
31590,DB00011,hsa04620,1.0
31592,DB00011,hsa04621,1.0
31594,DB00011,hsa04630,1.0
31596,DB00011,hsa04650,1.0
31598,DB00011,hsa05160,1.0
31600,DB00011,hsa05161,1.0
31601,DB00011,hsa05162,1.0
31603,DB00011,hsa05164,1.0
31605,DB00011,hsa05165,1.0
31607,DB00011,hsa05167,1.0
31609,DB00011,hsa05168,1.0
31611,DB00011,hsa05169,1.0
31613,DB00011,hsa05200,1.0
31615,DB01006,hsa00140,-1.0
31616,DB01006,hsa01100,-1.0
31617,DB01006,hsa04913,-1.0
31618,DB11635,hsa02010,-1.0
31619,DB11635,hsa04976,-1.0
31620,DB11635,hsa05206,-1.0
31621,DB11635,hsa05226,-1.0
31622,DB00169,hsa04928,1.0
31623,DB00169,hsa04961,1.0
31624,DB00169,hsa04978,1.0
31625,DB00169,hsa05152,1.0
31626,DB00547,hsa04080,1.0
31627,DB00936,hsa00590,-1.0
31629,DB00936,hsa01100,-1.0
31631,DB00936,hsa04064,-1.0
31632,DB00936,hsa04370,-1.0
31633,DB00936,hsa04611,-1.0
31634,DB00936,hsa04625,-1.0
31635,DB00936,hsa04657,-1.0
31636,DB00936,hsa04668,-1.0
31637,DB00936,hsa04723,-1.0
31638,DB00936,hsa04726,-1.0
31640,DB00936,hsa04913,-1.0
31641,DB00936,hsa04921,-1.0
31642,DB00936,hsa04923,-1.0
31644,DB00936,hsa05140,-1.0
31645,DB00936,hsa05163,-1.0
31646,DB00936,hsa05165,-1.0
31647,DB00936,hsa05167,-1.0
31648,DB00936,hsa05200,-1.0
31649,DB00936,hsa05204,-1.0
31650,DB00936,hsa05206,-1.0
31651,DB00936,hsa05222,-1.0
31652,DB00672,hsa02010,-1.0
31653,DB00672,hsa04911,-1.0
31654,DB00672,hsa04930,-1.0
31655,DB06706,hsa04020,1.0
31656,DB06706,hsa04022,1.0
31657,DB06706,hsa04080,1.0
31658,DB06706,hsa04152,1.0
31659,DB06706,hsa04261,1.0
31660,DB06706,hsa04270,1.0
31661,DB06706,hsa04721,-1.0
31662,DB06706,hsa04726,-1.0
31663,DB06706,hsa04728,-1.0
31664,DB06706,hsa04970,1.0
31665,DB06706,hsa05012,-1.0
31666,DB06706,hsa05030,-1.0
