,drug_ID,Pathway,Finall_affected_score
0,DB00818,hsa04080,1.0
6,DB00818,hsa04723,1.0
12,DB00818,hsa04726,1.0
14,DB00818,hsa04727,1.0
20,DB00818,hsa04742,0.3333333333333333
23,DB00818,hsa05032,1.0
29,DB00818,hsa05033,1.0
35,DB00139,hsa00250,-1.0
36,DB00139,hsa00650,-1.0
37,DB00139,hsa01100,-1.0
38,DB01142,hsa04020,-1.0
50,DB01142,hsa04022,-1.0
53,DB01142,hsa04024,-1.0
56,DB01142,hsa04080,-1.0
70,DB01142,hsa04151,-1.0
72,DB01142,hsa04152,-1.0
73,DB01142,hsa04261,-1.0
76,DB01142,hsa04270,-1.0
79,DB01142,hsa04540,-1.0
82,DB01142,hsa04721,-1.0
84,DB01142,hsa04725,-1.0
89,DB01142,hsa04726,-1.0
94,DB01142,hsa04742,-1.0
96,DB01142,hsa04750,-1.0
100,DB01142,hsa04810,-1.0
105,DB01142,hsa04911,-1.0
106,DB01142,hsa04970,-1.0
110,DB01142,hsa04971,-1.0
112,DB01142,hsa04972,-1.0
113,DB04846,hsa04020,0.3333333333333333
116,DB04846,hsa04022,-0.3333333333333333
122,DB04846,hsa04024,0.0
124,DB04846,hsa04080,-0.3333333333333333
130,DB04846,hsa04261,0.0
132,DB04846,hsa04540,-1.0
133,DB04846,hsa04714,1.0
134,DB04846,hsa04923,0.3333333333333333
137,DB04846,hsa04924,0.3333333333333333
140,DB04846,hsa04970,0.3333333333333333
143,DB04846,hsa05414,-1.0
144,DB09238,hsa04010,-1.0
153,DB09238,hsa04020,-1.0
159,DB09238,hsa04022,-1.0
163,DB09238,hsa04024,-1.0
167,DB09238,hsa04218,-1.0
168,DB09238,hsa04260,-1.0
175,DB09238,hsa04261,-1.0
182,DB09238,hsa04270,-1.0
186,DB09238,hsa04530,-1.0
187,DB09238,hsa04713,-1.0
190,DB09238,hsa04720,-1.0
191,DB09238,hsa04721,-1.0
192,DB09238,hsa04723,-1.0
197,DB09238,hsa04724,-1.0
200,DB09238,hsa04725,-1.0
205,DB09238,hsa04726,-1.0
210,DB09238,hsa04727,-1.0
215,DB09238,hsa04728,-1.0
218,DB09238,hsa04730,-1.0
219,DB09238,hsa04742,-1.0
221,DB09238,hsa04911,-1.0
225,DB09238,hsa04912,-1.0
229,DB09238,hsa04921,-1.0
236,DB09238,hsa04924,-1.0
240,DB09238,hsa04925,-1.0
245,DB09238,hsa04927,-1.0
250,DB09238,hsa04930,-1.0
254,DB09238,hsa04934,-1.0
259,DB09238,hsa04973,-1.0
260,DB09238,hsa05010,-1.0
264,DB09238,hsa05031,-1.0
266,DB09238,hsa05032,-1.0
267,DB09238,hsa05033,-1.0
268,DB09238,hsa05410,-1.0
275,DB09238,hsa05412,-1.0
282,DB09238,hsa05414,-1.0
289,DB00934,hsa04014,-1.0
290,DB00934,hsa04020,-1.0
299,DB00934,hsa04022,-1.0
305,DB00934,hsa04024,-1.0
307,DB00934,hsa04080,-1.0
320,DB00934,hsa04151,-1.0
322,DB00934,hsa04152,-1.0
323,DB00934,hsa04261,-1.0
326,DB00934,hsa04270,-1.0
329,DB00934,hsa04721,-1.0
330,DB00934,hsa04725,-1.0
335,DB00934,hsa04726,-1.0
336,DB00934,hsa04742,-1.0
337,DB00934,hsa04750,-1.0
338,DB00934,hsa04810,-1.0
343,DB00934,hsa04911,-1.0
344,DB00934,hsa04970,-1.0
348,DB00934,hsa04971,-1.0
349,DB00934,hsa04972,-1.0
350,DB00935,hsa04020,1.0
353,DB00935,hsa04022,1.0
358,DB00935,hsa04080,1.0
363,DB00935,hsa04152,1.0
364,DB00935,hsa04261,1.0
367,DB00935,hsa04270,1.0
370,DB00935,hsa04970,1.0
373,DB00241,hsa04020,-1.0
374,DB00241,hsa04024,-1.0
375,DB00241,hsa04080,0.2
385,DB00241,hsa04713,-1.0
386,DB00241,hsa04720,-1.0
387,DB00241,hsa04723,0.7142857142857143
394,DB00241,hsa04724,-1.0
396,DB00241,hsa04725,-1.0
398,DB00241,hsa04726,1.0
400,DB00241,hsa04727,1.0
406,DB00241,hsa04728,-1.0
407,DB00241,hsa04730,-1.0
408,DB00241,hsa04742,1.0
410,DB00241,hsa05014,-1.0
411,DB00241,hsa05030,-1.0
412,DB00241,hsa05031,-1.0
413,DB00241,hsa05032,1.0
419,DB00241,hsa05033,0.3333333333333333
428,DB00241,hsa05204,-1.0
429,DB01001,hsa04020,1.0
431,DB01001,hsa04022,1.0
433,DB01001,hsa04024,1.0
435,DB01001,hsa04080,1.0
437,DB01001,hsa04261,1.0
439,DB01001,hsa04540,1.0
440,DB01001,hsa04923,1.0
442,DB01001,hsa04924,1.0
444,DB01001,hsa04970,1.0
446,DB01001,hsa05414,1.0
447,DB00842,hsa04080,1.0
453,DB00842,hsa04723,1.0
459,DB00842,hsa04726,1.0
461,DB00842,hsa04727,1.0
467,DB00842,hsa04742,1.0
469,DB00842,hsa05032,1.0
475,DB00842,hsa05033,1.0
481,DB08995,hsa04659,1.0
482,DB08995,hsa04934,1.0
483,DB00714,hsa04015,1.0
484,DB00714,hsa04020,1.0
489,DB00714,hsa04022,1.0
492,DB00714,hsa04024,1.0
498,DB00714,hsa04080,1.0
512,DB00714,hsa04540,1.0
517,DB00714,hsa04726,1.0
523,DB00714,hsa04728,1.0
528,DB00714,hsa04742,1.0
531,DB00714,hsa04750,1.0
534,DB00714,hsa05012,1.0
536,DB00714,hsa05030,1.0
538,DB00714,hsa05031,1.0
539,DB00714,hsa05032,1.0
540,DB00714,hsa05034,1.0
542,DB00489,hsa04020,-1.0
544,DB00489,hsa04022,-1.0
546,DB00489,hsa04024,-1.0
548,DB00489,hsa04080,-1.0
550,DB00489,hsa04261,-1.0
552,DB00489,hsa04540,-1.0
553,DB00489,hsa04923,-1.0
555,DB00489,hsa04924,-1.0
557,DB00489,hsa04970,-1.0
559,DB00489,hsa05414,-1.0
560,DB09068,hsa04014,-1.0
561,DB09068,hsa04020,-1.0
562,DB09068,hsa04024,1.0
564,DB09068,hsa04080,0.3333333333333333
567,DB09068,hsa04721,-1.0
569,DB09068,hsa04726,-0.2
574,DB09068,hsa04742,0.3333333333333333
577,DB00508,hsa04015,-1.0
578,DB00508,hsa04020,-1.0
582,DB00508,hsa04024,-1.0
586,DB00508,hsa04080,-1.0
591,DB00508,hsa04151,-1.0
593,DB00508,hsa04540,-1.0
596,DB00508,hsa04725,-1.0
598,DB00508,hsa04726,-1.0
599,DB00508,hsa04728,-1.0
601,DB00508,hsa04750,-1.0
602,DB00508,hsa04810,-1.0
604,DB00508,hsa05012,-1.0
606,DB00508,hsa05030,-1.0
608,DB00508,hsa05031,-1.0
609,DB00508,hsa05032,-1.0
610,DB00508,hsa05034,-1.0
612,DB00363,hsa04014,-1.0
613,DB00363,hsa04015,-1.0
614,DB00363,hsa04020,-1.0
626,DB00363,hsa04022,-1.0
631,DB00363,hsa04024,-1.0
640,DB00363,hsa04080,-1.0
664,DB00363,hsa04151,-1.0
666,DB00363,hsa04152,-1.0
667,DB00363,hsa04261,-1.0
669,DB00363,hsa04270,-1.0
671,DB00363,hsa04540,-1.0
675,DB00363,hsa04725,-1.0
680,DB00363,hsa04726,-1.0
689,DB00363,hsa04728,-1.0
693,DB00363,hsa04742,-1.0
699,DB00363,hsa04750,-1.0
702,DB00363,hsa04810,-1.0
707,DB00363,hsa04911,-1.0
708,DB00363,hsa04970,-1.0
711,DB00363,hsa04971,-1.0
712,DB00363,hsa04972,-1.0
713,DB00363,hsa05012,-1.0
715,DB00363,hsa05030,-1.0
717,DB00363,hsa05031,-1.0
718,DB00363,hsa05032,-1.0
719,DB00363,hsa05034,-1.0
721,DB01156,hsa04080,-1.0
722,DB01156,hsa04721,-1.0
724,DB01156,hsa04725,-1.0
725,DB01156,hsa04726,-1.0
726,DB01156,hsa04728,-1.0
727,DB01156,hsa04742,-1.0
728,DB01156,hsa05012,-1.0
729,DB01156,hsa05030,-1.0
730,DB01156,hsa05031,-1.0
731,DB01156,hsa05034,-1.0
732,DB00285,hsa04721,-1.0
735,DB00285,hsa04726,-1.0
736,DB00285,hsa04728,-1.0
737,DB00285,hsa05012,-1.0
738,DB00285,hsa05030,-1.0
739,DB00285,hsa05031,-1.0
740,DB00285,hsa05034,-1.0
741,DB01175,hsa04015,-1.0
742,DB01175,hsa04020,-1.0
749,DB01175,hsa04022,-1.0
755,DB01175,hsa04024,-1.0
758,DB01175,hsa04080,-1.0
770,DB01175,hsa04151,-1.0
771,DB01175,hsa04152,-1.0
772,DB01175,hsa04261,-1.0
775,DB01175,hsa04270,-1.0
778,DB01175,hsa04540,-1.0
781,DB01175,hsa04721,-1.0
784,DB01175,hsa04725,-1.0
785,DB01175,hsa04726,-1.0
789,DB01175,hsa04728,-1.0
791,DB01175,hsa04742,-1.0
792,DB01175,hsa04750,-1.0
795,DB01175,hsa04810,-1.0
796,DB01175,hsa04970,-1.0
799,DB01175,hsa05012,-1.0
801,DB01175,hsa05030,-1.0
803,DB01175,hsa05031,-1.0
804,DB01175,hsa05034,-1.0
806,DB01409,hsa04020,-1.0
809,DB01409,hsa04024,-1.0
811,DB01409,hsa04080,-1.0
814,DB01409,hsa04151,-1.0
816,DB01409,hsa04725,-1.0
819,DB01409,hsa04742,-1.0
820,DB01409,hsa04810,-1.0
823,DB01409,hsa04911,-1.0
824,DB01409,hsa04970,-1.0
825,DB01409,hsa04971,-1.0
826,DB01409,hsa04972,-1.0
827,DB01209,hsa04080,0.0
829,DB01209,hsa04915,1.0
830,DB01209,hsa05032,1.0
831,DB01098,hsa00900,-1.0
832,DB01098,hsa01100,-1.0
833,DB01098,hsa04015,-1.0
834,DB01098,hsa04152,-1.0
835,DB01098,hsa04514,-1.0
836,DB01098,hsa04650,-1.0
837,DB01098,hsa04670,-1.0
838,DB01098,hsa04810,-1.0
839,DB01098,hsa04976,-1.0
840,DB01098,hsa05144,-1.0
841,DB01098,hsa05150,-1.0
842,DB01098,hsa05166,-1.0
843,DB01098,hsa05169,-1.0
844,DB01098,hsa05323,-1.0
845,DB01098,hsa05416,-1.0
846,DB00321,hsa04010,1.0
848,DB00321,hsa04014,0.3333333333333333
851,DB00321,hsa04020,-1.0
860,DB00321,hsa04022,-0.6
865,DB00321,hsa04024,-1.0
867,DB00321,hsa04071,1.0
868,DB00321,hsa04080,-0.6923076923076923
881,DB00321,hsa04151,1.0
883,DB00321,hsa04152,-1.0
884,DB00321,hsa04210,1.0
885,DB00321,hsa04261,-1.0
888,DB00321,hsa04270,-1.0
891,DB00321,hsa04540,-1.0
893,DB00321,hsa04721,-1.0
895,DB00321,hsa04722,1.0
897,DB00321,hsa04725,-1.0
899,DB00321,hsa04726,-1.0
905,DB00321,hsa04742,-1.0
906,DB00321,hsa04750,-0.5
910,DB00321,hsa04970,-1.0
913,DB00321,hsa04971,-1.0
914,DB00321,hsa05034,1.0
915,DB00321,hsa05200,1.0
916,DB00321,hsa05202,1.0
917,DB00321,hsa05216,1.0
918,DB00321,hsa05230,1.0
919,DB00211,hsa04020,1.0
922,DB00211,hsa04022,1.0
925,DB00211,hsa04080,1.0
928,DB00211,hsa04152,1.0
929,DB00211,hsa04261,1.0
932,DB00211,hsa04270,1.0
935,DB00211,hsa04970,1.0
938,DB01069,hsa04014,-1.0
939,DB01069,hsa04015,-1.0
941,DB01069,hsa04020,-1.0
949,DB01069,hsa04022,-1.0
950,DB01069,hsa04024,-1.0
954,DB01069,hsa04070,-1.0
955,DB01069,hsa04080,-1.0
964,DB01069,hsa04114,-1.0
965,DB01069,hsa04151,-1.0
967,DB01069,hsa04218,-1.0
968,DB01069,hsa04261,-1.0
969,DB01069,hsa04270,-1.0
970,DB01069,hsa04371,-1.0
971,DB01069,hsa04540,-1.0
973,DB01069,hsa04625,-1.0
974,DB01069,hsa04713,-1.0
975,DB01069,hsa04720,-1.0
976,DB01069,hsa04722,-1.0
977,DB01069,hsa04725,-1.0
982,DB01069,hsa04726,-1.0
983,DB01069,hsa04728,-1.0
985,DB01069,hsa04740,-1.0
986,DB01069,hsa04742,-1.0
987,DB01069,hsa04744,-1.0
988,DB01069,hsa04750,-1.0
991,DB01069,hsa04810,-1.0
996,DB01069,hsa04910,-1.0
997,DB01069,hsa04911,-1.0
998,DB01069,hsa04912,-1.0
999,DB01069,hsa04915,-1.0
1000,DB01069,hsa04916,-1.0
1001,DB01069,hsa04921,-1.0
1002,DB01069,hsa04922,-1.0
1003,DB01069,hsa04924,-1.0
1004,DB01069,hsa04925,-1.0
1005,DB01069,hsa04970,-1.0
1007,DB01069,hsa04971,-1.0
1010,DB01069,hsa04972,-1.0
1011,DB01069,hsa05010,-1.0
1012,DB01069,hsa05012,-1.0
1013,DB01069,hsa05030,-1.0
1014,DB01069,hsa05031,-1.0
1015,DB01069,hsa05034,-1.0
1017,DB01069,hsa05133,-1.0
1018,DB01069,hsa05152,-1.0
1019,DB01069,hsa05163,-1.0
1020,DB01069,hsa05167,-1.0
1021,DB01069,hsa05170,-1.0
1022,DB01069,hsa05200,-1.0
1023,DB01069,hsa05214,-1.0
1024,DB01069,hsa05418,-1.0
1025,DB13746,hsa04010,0.06666666666666667
1040,DB13746,hsa04020,-0.14285714285714285
1047,DB13746,hsa04022,0.0
1051,DB13746,hsa04024,0.0
1055,DB13746,hsa04218,1.0
1056,DB13746,hsa04260,0.16666666666666666
1068,DB13746,hsa04261,0.23076923076923078
1081,DB13746,hsa04270,0.0
1085,DB13746,hsa04530,1.0
1086,DB13746,hsa04713,0.3333333333333333
1089,DB13746,hsa04720,1.0
1090,DB13746,hsa04721,-1.0
1091,DB13746,hsa04723,-0.2
1096,DB13746,hsa04724,0.3333333333333333
1099,DB13746,hsa04725,-0.2
1104,DB13746,hsa04726,-0.2
1109,DB13746,hsa04727,-0.2
1114,DB13746,hsa04728,0.5
1118,DB13746,hsa04730,-1.0
1119,DB13746,hsa04742,0.6
1124,DB13746,hsa04911,0.0
1128,DB13746,hsa04912,0.0
1132,DB13746,hsa04921,0.16666666666666666
1144,DB13746,hsa04924,0.0
1148,DB13746,hsa04925,-0.2
1153,DB13746,hsa04927,-0.2
1158,DB13746,hsa04930,0.2
1163,DB13746,hsa04934,-0.2
1168,DB13746,hsa04973,1.0
1169,DB13746,hsa05010,0.0
1173,DB13746,hsa05031,1.0
1175,DB13746,hsa05032,-1.0
1176,DB13746,hsa05033,-1.0
1177,DB13746,hsa05410,0.16666666666666666
1189,DB13746,hsa05412,0.16666666666666666
1201,DB13746,hsa05414,0.16666666666666666
1213,DB11156,hsa04020,-1.0
1214,DB11156,hsa04024,-1.0
1215,DB11156,hsa04080,-1.0
1216,DB11156,hsa04151,-1.0
1217,DB11156,hsa04725,-1.0
1218,DB11156,hsa04810,-1.0
1219,DB00988,hsa04015,1.0
1220,DB00988,hsa04020,1.0
1222,DB00988,hsa04024,1.0
1225,DB00988,hsa04080,1.0
1230,DB00988,hsa04540,1.0
1232,DB00988,hsa04721,-0.3333333333333333
1235,DB00988,hsa04726,-1.0
1236,DB00988,hsa04728,1.0
1242,DB00988,hsa05012,1.0
1245,DB00988,hsa05030,1.0
1248,DB00988,hsa05031,1.0
1250,DB00988,hsa05032,1.0
1251,DB00988,hsa05034,1.0
1254,DB00925,hsa04014,-1.0
1255,DB00925,hsa04015,-1.0
1256,DB00925,hsa04020,-1.0
1260,DB00925,hsa04022,-1.0
1267,DB00925,hsa04024,-1.0
1268,DB00925,hsa04070,-1.0
1269,DB00925,hsa04080,-1.0
1275,DB00925,hsa04114,-1.0
1276,DB00925,hsa04152,-1.0
1277,DB00925,hsa04218,-1.0
1278,DB00925,hsa04261,-1.0
1282,DB00925,hsa04270,-1.0
1286,DB00925,hsa04371,-1.0
1287,DB00925,hsa04625,-1.0
1288,DB00925,hsa04713,-1.0
1289,DB00925,hsa04720,-1.0
1290,DB00925,hsa04722,-1.0
1291,DB00925,hsa04728,-1.0
1292,DB00925,hsa04740,-1.0
1293,DB00925,hsa04744,-1.0
1294,DB00925,hsa04750,-1.0
1295,DB00925,hsa04910,-1.0
1296,DB00925,hsa04912,-1.0
1297,DB00925,hsa04915,-1.0
1298,DB00925,hsa04916,-1.0
1299,DB00925,hsa04921,-1.0
1300,DB00925,hsa04922,-1.0
1301,DB00925,hsa04924,-1.0
1302,DB00925,hsa04925,-1.0
1303,DB00925,hsa04970,-1.0
1307,DB00925,hsa04971,-1.0
1308,DB00925,hsa05010,-1.0
1309,DB00925,hsa05031,-1.0
1310,DB00925,hsa05034,-1.0
1311,DB00925,hsa05133,-1.0
1312,DB00925,hsa05152,-1.0
1313,DB00925,hsa05163,-1.0
1314,DB00925,hsa05167,-1.0
1315,DB00925,hsa05170,-1.0
1316,DB00925,hsa05200,-1.0
1317,DB00925,hsa05214,-1.0
1318,DB00925,hsa05418,-1.0
1319,DB12010,hsa00040,-1.0
1320,DB12010,hsa00053,-1.0
1321,DB12010,hsa00140,-1.0
1322,DB12010,hsa00562,-1.0
1329,DB12010,hsa00590,-1.0
1330,DB12010,hsa00830,-1.0
1331,DB12010,hsa00860,-1.0
1332,DB12010,hsa00980,-1.0
1333,DB12010,hsa00982,-1.0
1334,DB12010,hsa00983,-1.0
1335,DB12010,hsa01100,-1.0
1344,DB12010,hsa01521,-1.0
1363,DB12010,hsa01522,-1.0
1379,DB12010,hsa01523,-1.0
1380,DB12010,hsa01524,-1.0
1383,DB12010,hsa03008,-1.0
1385,DB12010,hsa03320,-1.0
1386,DB12010,hsa04010,-1.0
1448,DB12010,hsa04012,-1.0
1474,DB12010,hsa04014,-1.0
1511,DB12010,hsa04015,-1.0
1538,DB12010,hsa04020,-1.0
1559,DB12010,hsa04022,-1.0
1571,DB12010,hsa04024,-1.0
1585,DB12010,hsa04060,-1.0
1592,DB12010,hsa04062,-1.0
1613,DB12010,hsa04064,-1.0
1625,DB12010,hsa04066,-1.0
1640,DB12010,hsa04068,-1.0
1666,DB12010,hsa04070,-1.0
1673,DB12010,hsa04071,-1.0
1686,DB12010,hsa04072,-1.0
1699,DB12010,hsa04080,-1.0
1700,DB12010,hsa04110,-1.0
1710,DB12010,hsa04114,-1.0
1724,DB12010,hsa04115,-1.0
1728,DB12010,hsa04120,-1.0
1729,DB12010,hsa04136,-1.0
1731,DB12010,hsa04137,-1.0
1738,DB12010,hsa04140,-1.0
1760,DB12010,hsa04141,-1.0
1766,DB12010,hsa04142,-1.0
1768,DB12010,hsa04144,-1.0
1776,DB12010,hsa04145,-1.0
1778,DB12010,hsa04150,-1.0
1795,DB12010,hsa04151,-1.0
1834,DB12010,hsa04152,-1.0
1847,DB12010,hsa04210,-1.0
1859,DB12010,hsa04211,-1.0
1873,DB12010,hsa04213,-1.0
1885,DB12010,hsa04215,-1.0
1887,DB12010,hsa04217,-1.0
1899,DB12010,hsa04218,-1.0
1914,DB12010,hsa04261,-1.0
1923,DB12010,hsa04270,-1.0
1937,DB12010,hsa04310,-1.0
1951,DB12010,hsa04340,-1.0
1955,DB12010,hsa04350,-1.0
1961,DB12010,hsa04360,-1.0
1997,DB12010,hsa04370,-1.0
2006,DB12010,hsa04371,-1.0
2025,DB12010,hsa04380,-1.0
2042,DB12010,hsa04390,-1.0
2050,DB12010,hsa04392,-1.0
2053,DB12010,hsa04510,-1.0
2083,DB12010,hsa04520,-1.0
2096,DB12010,hsa04530,-1.0
2114,DB12010,hsa04540,-1.0
2128,DB12010,hsa04550,-1.0
2144,DB12010,hsa04611,-1.0
2162,DB12010,hsa04612,-1.0
2164,DB12010,hsa04620,-1.0
2178,DB12010,hsa04621,-1.0
2191,DB12010,hsa04622,-1.0
2200,DB12010,hsa04623,-1.0
2204,DB12010,hsa04625,-1.0
2217,DB12010,hsa04630,-1.0
2228,DB12010,hsa04640,-1.0
2231,DB12010,hsa04650,-1.0
2242,DB12010,hsa04657,-1.0
2253,DB12010,hsa04658,-1.0
2265,DB12010,hsa04659,-1.0
2280,DB12010,hsa04660,-1.0
2302,DB12010,hsa04662,-1.0
2310,DB12010,hsa04664,-1.0
2325,DB12010,hsa04666,-1.0
2336,DB12010,hsa04668,-1.0
2345,DB12010,hsa04670,-1.0
2354,DB12010,hsa04710,-1.0
2361,DB12010,hsa04713,-1.0
2369,DB12010,hsa04714,-1.0
2387,DB12010,hsa04720,-1.0
2400,DB12010,hsa04722,-1.0
2432,DB12010,hsa04723,-1.0
2439,DB12010,hsa04724,-1.0
2442,DB12010,hsa04725,-1.0
2453,DB12010,hsa04726,-1.0
2459,DB12010,hsa04727,-1.0
2463,DB12010,hsa04728,-1.0
2476,DB12010,hsa04730,-1.0
2482,DB12010,hsa04740,-1.0
2489,DB12010,hsa04742,-1.0
2491,DB12010,hsa04750,-1.0
2510,DB12010,hsa04810,-1.0
2538,DB12010,hsa04910,-1.0
2562,DB12010,hsa04911,-1.0
2569,DB12010,hsa04912,-1.0
2592,DB12010,hsa04913,-1.0
2596,DB12010,hsa04914,-1.0
2613,DB12010,hsa04915,-1.0
2621,DB12010,hsa04916,-1.0
2632,DB12010,hsa04917,-1.0
2642,DB12010,hsa04918,-1.0
2645,DB12010,hsa04919,-1.0
2655,DB12010,hsa04920,-1.0
2669,DB12010,hsa04921,-1.0
2699,DB12010,hsa04922,-1.0
2715,DB12010,hsa04923,-1.0
2720,DB12010,hsa04924,-1.0
2723,DB12010,hsa04925,-1.0
2735,DB12010,hsa04926,-1.0
2748,DB12010,hsa04927,-1.0
2750,DB12010,hsa04928,-1.0
2757,DB12010,hsa04930,-1.0
2765,DB12010,hsa04931,-1.0
2786,DB12010,hsa04932,-1.0
2802,DB12010,hsa04933,-1.0
2814,DB12010,hsa04934,-1.0
2825,DB12010,hsa04960,-1.0
2829,DB12010,hsa04961,-1.0
2832,DB12010,hsa04962,-1.0
2834,DB12010,hsa04970,-1.0
2838,DB12010,hsa04971,-1.0
2849,DB12010,hsa04972,-1.0
2850,DB12010,hsa04973,-1.0
2851,DB12010,hsa04976,-1.0
2853,DB12010,hsa05010,-1.0
2855,DB12010,hsa05012,-1.0
2858,DB12010,hsa05014,-1.0
2862,DB12010,hsa05020,-1.0
2866,DB12010,hsa05030,-1.0
2868,DB12010,hsa05031,-1.0
2875,DB12010,hsa05032,-1.0
2878,DB12010,hsa05034,-1.0
2885,DB12010,hsa05100,-1.0
2889,DB12010,hsa05110,-1.0
2891,DB12010,hsa05120,-1.0
2902,DB12010,hsa05130,-1.0
2905,DB12010,hsa05131,-1.0
2914,DB12010,hsa05132,-1.0
2921,DB12010,hsa05133,-1.0
2927,DB12010,hsa05134,-1.0
2928,DB12010,hsa05140,-1.0
2934,DB12010,hsa05142,-1.0
2944,DB12010,hsa05143,-1.0
2945,DB12010,hsa05144,-1.0
2946,DB12010,hsa05145,-1.0
2961,DB12010,hsa05146,-1.0
2966,DB12010,hsa05152,-1.0
2984,DB12010,hsa05160,-1.0
3000,DB12010,hsa05161,-1.0
3025,DB12010,hsa05162,-1.0
3043,DB12010,hsa05163,-1.0
3065,DB12010,hsa05164,-1.0
3085,DB12010,hsa05165,-1.0
3104,DB12010,hsa05166,-1.0
3121,DB12010,hsa05167,-1.0
3144,DB12010,hsa05168,-1.0
3158,DB12010,hsa05169,-1.0
3179,DB12010,hsa05170,-1.0
3208,DB12010,hsa05200,-1.0
3252,DB12010,hsa05202,-1.0
3259,DB12010,hsa05203,-1.0
3271,DB12010,hsa05204,-1.0
3272,DB12010,hsa05205,-1.0
3298,DB12010,hsa05206,-1.0
3315,DB12010,hsa05210,-1.0
3326,DB12010,hsa05211,-1.0
3337,DB12010,hsa05212,-1.0
3350,DB12010,hsa05213,-1.0
3358,DB12010,hsa05214,-1.0
3375,DB12010,hsa05215,-1.0
3390,DB12010,hsa05216,-1.0
3394,DB12010,hsa05217,-1.0
3395,DB12010,hsa05218,-1.0
3405,DB12010,hsa05219,-1.0
3416,DB12010,hsa05220,-1.0
3425,DB12010,hsa05221,-1.0
3435,DB12010,hsa05222,-1.0
3439,DB12010,hsa05223,-1.0
3450,DB12010,hsa05224,-1.0
3463,DB12010,hsa05225,-1.0
3476,DB12010,hsa05226,-1.0
3489,DB12010,hsa05230,-1.0
3506,DB12010,hsa05231,-1.0
3517,DB12010,hsa05323,-1.0
3520,DB12010,hsa05340,-1.0
3524,DB12010,hsa05410,-1.0
3531,DB12010,hsa05414,-1.0
3533,DB12010,hsa05416,-1.0
3536,DB12010,hsa05418,-1.0
3554,DB00555,hsa04010,-1.0
3555,DB00555,hsa04015,-1.0
3557,DB00555,hsa04020,-1.0
3569,DB00555,hsa04022,-1.0
3573,DB00555,hsa04024,-1.0
3581,DB00555,hsa04071,-1.0
3582,DB00555,hsa04080,-1.0
3604,DB00555,hsa04151,-1.0
3606,DB00555,hsa04152,-1.0
3607,DB00555,hsa04261,-1.0
3609,DB00555,hsa04270,-1.0
3611,DB00555,hsa04540,-1.0
3615,DB00555,hsa04723,-1.0
3621,DB00555,hsa04725,-1.0
3626,DB00555,hsa04726,-1.0
3630,DB00555,hsa04727,-1.0
3636,DB00555,hsa04728,-1.0
3639,DB00555,hsa04742,-1.0
3644,DB00555,hsa04750,-1.0
3646,DB00555,hsa04810,-1.0
3651,DB00555,hsa04911,-1.0
3652,DB00555,hsa04923,-1.0
3654,DB00555,hsa04924,-1.0
3656,DB00555,hsa04930,-1.0
3657,DB00555,hsa04970,-1.0
3660,DB00555,hsa04971,-1.0
3661,DB00555,hsa04972,-1.0
3662,DB00555,hsa05012,-1.0
3665,DB00555,hsa05030,-1.0
3667,DB00555,hsa05031,-1.0
3668,DB00555,hsa05032,-1.0
3676,DB00555,hsa05033,-1.0
3682,DB00555,hsa05034,-1.0
3685,DB00555,hsa05414,-1.0
3686,DB00248,hsa04014,-1.0
3687,DB00248,hsa04015,1.0
3688,DB00248,hsa04020,0.6666666666666666
3694,DB00248,hsa04022,-1.0
3697,DB00248,hsa04024,1.0
3703,DB00248,hsa04080,0.4666666666666667
3718,DB00248,hsa04540,1.0
3723,DB00248,hsa04726,0.7142857142857143
3730,DB00248,hsa04728,1.0
3735,DB00248,hsa04742,1.0
3738,DB00248,hsa04750,1.0
3741,DB00248,hsa05012,1.0
3743,DB00248,hsa05030,1.0
3745,DB00248,hsa05031,1.0
3746,DB00248,hsa05032,1.0
3747,DB00248,hsa05034,1.0
3749,DB01267,hsa04015,-1.0
3750,DB01267,hsa04020,-1.0
3756,DB01267,hsa04022,-0.6
3761,DB01267,hsa04024,-1.0
3765,DB01267,hsa04080,-0.8571428571428571
3779,DB01267,hsa04152,-1.0
3780,DB01267,hsa04261,-1.0
3782,DB01267,hsa04270,-1.0
3784,DB01267,hsa04540,-1.0
3788,DB01267,hsa04726,-1.0
3792,DB01267,hsa04728,-1.0
3796,DB01267,hsa04742,-1.0
3798,DB01267,hsa04750,-1.0
3801,DB01267,hsa04970,-1.0
3803,DB01267,hsa05012,-1.0
3805,DB01267,hsa05030,-1.0
3807,DB01267,hsa05031,-1.0
3808,DB01267,hsa05032,-1.0
3809,DB01267,hsa05034,-1.0
3811,DB09016,hsa04020,-1.0
3813,DB09016,hsa04080,-1.0
3815,DB09016,hsa04540,-1.0
3816,DB09016,hsa04721,-1.0
3817,DB09016,hsa04726,-1.0
3819,DB09016,hsa04750,-1.0
3821,DB01577,hsa00260,-1.0
3823,DB01577,hsa00330,-1.0
3825,DB01577,hsa00340,-1.0
3827,DB01577,hsa00350,-1.0
3829,DB01577,hsa00360,-1.0
3831,DB01577,hsa00380,-1.0
3833,DB01577,hsa00982,-1.0
3835,DB01577,hsa01100,-1.0
3837,DB01577,hsa04022,1.0
3840,DB01577,hsa04080,1.0
3843,DB01577,hsa04721,-1.0
3847,DB01577,hsa04726,-1.0
3851,DB01577,hsa04728,-1.0
3855,DB01577,hsa05012,-1.0
